time,month,temperature,feelslike,wind,direction,gust,cloud,humidity,precipitation,pressure,weather,label
0:00,1,24,28,8,ENE,12,4,86,0,1012,Clear,Clear
3:00,1,23,27,8,NE,10,4,88,0,1011,Clear,Sunny
6:00,1,23,26,8,NNE,11,7,85,0,1012,Sunny,Sunny
9:00,1,28,33,11,NNE,13,6,64,0,1012,Sunny,Partly cloudy
12:00,1,31,35,10,ENE,12,62,53,0,1010,Partly cloudy,Cloudy
15:00,1,31,36,1,NNE,1,79,57,0,1009,Cloudy,Partly cloudy
18:00,1,26,29,5,ESE,10,40,77,0,1010,Partly cloudy,Patchy rain possible
21:00,1,25,28,8,NE,15,29,79,0.2,1011,Patchy rain possible,Clear
0:00,1,24,26,10,NNE,17,12,84,0,1011,Clear,Clear
3:00,1,23,26,8,NE,14,17,85,0,1010,Clear,Sunny
6:00,1,24,26,10,NE,14,16,80,0,1011,Sunny,Sunny
9:00,1,29,32,12,NE,14,9,62,0,1012,Sunny,Partly cloudy
12:00,1,32,36,12,E,14,55,53,0,1010,Partly cloudy,Patchy rain possible
15:00,1,31,36,9,E,13,19,59,1.6,1009,Patchy rain possible,Partly cloudy
18:00,1,26,30,6,ESE,12,34,76,0,1011,Partly cloudy,Clear
21:00,1,25,28,9,ENE,17,21,77,0,1012,Clear,Partly cloudy
0:00,1,24,27,9,NE,15,32,84,0,1011,Partly cloudy,Partly cloudy
3:00,1,23,26,8,NE,14,38,85,0,1010,Partly cloudy,Sunny
6:00,1,23,26,8,NE,11,20,83,0,1011,Sunny,Sunny
9:00,1,28,31,10,NE,12,12,64,0,1011,Sunny,Sunny
12:00,1,32,36,9,E,10,18,49,0,1009,Sunny,Sunny
15:00,1,32,37,5,SE,6,19,51,0,1008,Sunny,Partly cloudy
18:00,1,26,29,8,SSE,14,31,70,0,1010,Partly cloudy,Partly cloudy
21:00,1,25,27,5,ESE,9,30,73,0,1011,Partly cloudy,Clear
0:00,1,24,26,8,NE,13,20,75,0,1010,Clear,Clear
3:00,1,23,26,9,NNE,14,24,78,0,1010,Clear,Partly cloudy
6:00,1,23,26,9,NNE,13,28,76,0,1010,Partly cloudy,Sunny
9:00,1,28,31,8,NNE,9,25,62,0,1011,Sunny,Cloudy
12:00,1,31,35,7,E,8,74,53,0,1009,Cloudy,Light rain shower
15:00,1,30,35,8,ESE,12,40,60,1.9,1008,Light rain shower,Partly cloudy
18:00,1,26,30,6,SE,13,31,77,0,1009,Partly cloudy,Patchy rain possible
21:00,1,25,28,5,SE,8,24,85,0.4,1010,Patchy rain possible,Partly cloudy
0:00,1,24,27,3,NNE,4,36,88,0,1010,Partly cloudy,Clear
3:00,1,24,27,6,NE,10,22,88,0,1010,Clear,Sunny
6:00,1,24,27,7,ENE,9,23,87,0,1010,Sunny,Sunny
9:00,1,28,32,9,E,11,25,66,0,1010,Sunny,Partly cloudy
12:00,1,32,36,14,ESE,17,26,51,0,1008,Partly cloudy,Partly cloudy
15:00,1,31,35,15,SE,20,25,54,0.1,1007,Partly cloudy,Clear
18:00,1,26,29,8,SE,14,22,73,0,1009,Clear,Partly cloudy
21:00,1,25,28,9,ESE,17,28,75,0,1010,Partly cloudy,Partly cloudy
0:00,1,24,27,10,E,19,27,77,0,1009,Partly cloudy,Partly cloudy
3:00,1,24,26,9,ENE,16,25,80,0,1008,Partly cloudy,Sunny
6:00,1,24,27,8,ENE,11,24,78,0,1009,Sunny,Sunny
9:00,1,29,32,10,ENE,12,20,60,0,1009,Sunny,Partly cloudy
12:00,1,32,35,12,ESE,14,33,50,0,1007,Partly cloudy,Partly cloudy
15:00,1,31,35,13,ESE,18,42,57,0.1,1006,Partly cloudy,Partly cloudy
18:00,1,26,30,7,ESE,13,28,77,0,1008,Partly cloudy,Partly cloudy
21:00,1,26,29,6,ESE,12,30,78,0.1,1009,Partly cloudy,Clear
0:00,1,24,27,8,E,14,23,81,0,1009,Clear,Partly cloudy
3:00,1,24,27,9,ENE,15,37,84,0,1008,Partly cloudy,Partly cloudy
6:00,1,25,28,9,ENE,13,30,80,0,1008,Partly cloudy,Sunny
9:00,1,30,33,13,E,15,18,60,0,1009,Sunny,Partly cloudy
12:00,1,32,35,20,ESE,23,27,53,0,1007,Partly cloudy,Patchy rain possible
15:00,1,31,34,20,ESE,26,23,57,0.9,1005,Patchy rain possible,Clear
18:00,1,26,29,16,SE,28,21,71,0,1007,Clear,Clear
21:00,1,25,27,15,ESE,26,22,74,0,1008,Clear,Clear
0:00,1,24,27,14,ESE,24,22,76,0,1008,Clear,Clear
3:00,1,24,26,12,E,20,16,79,0,1008,Clear,Sunny
6:00,1,24,27,13,E,20,13,78,0,1008,Sunny,Sunny
9:00,1,29,32,14,E,16,13,58,0,1009,Sunny,Sunny
12:00,1,32,35,15,ESE,18,17,49,0,1007,Sunny,Sunny
15:00,1,31,34,18,SE,22,22,54,0,1006,Sunny,Clear
18:00,1,26,29,17,SE,28,17,73,0,1008,Clear,Clear
21:00,1,25,27,14,ESE,22,14,76,0,1009,Clear,Clear
0:00,1,24,27,13,ESE,20,10,78,0,1009,Clear,Clear
3:00,1,23,27,10,E,15,9,80,0,1008,Clear,Sunny
6:00,1,24,27,10,E,12,7,79,0,1009,Sunny,Sunny
9:00,1,29,34,8,E,9,7,61,0,1010,Sunny,Sunny
12:00,1,32,38,7,SE,8,7,48,0,1008,Sunny,Sunny
15:00,1,31,35,12,SSE,14,16,50,0,1007,Sunny,Clear
18:00,1,26,29,12,SSE,18,15,71,0,1008,Clear,Clear
21:00,1,25,28,11,SE,17,8,78,0,1009,Clear,Clear
0:00,1,24,27,12,ESE,19,13,80,0,1009,Clear,Clear
3:00,1,24,27,9,ENE,14,17,81,0,1009,Clear,Partly cloudy
6:00,1,25,28,8,ENE,10,28,81,0,1010,Partly cloudy,Partly cloudy
9:00,1,29,34,4,E,5,34,63,0,1011,Partly cloudy,Partly cloudy
12:00,1,32,37,6,SSE,7,49,51,0,1008,Partly cloudy,Sunny
15:00,1,31,35,12,SSE,14,24,58,0,1007,Sunny,Partly cloudy
18:00,1,26,29,12,SE,19,36,74,0,1009,Partly cloudy,Partly cloudy
21:00,1,25,28,10,SE,15,26,77,0,1010,Partly cloudy,Cloudy
0:00,1,25,27,10,ESE,16,74,80,0,1010,Cloudy,Cloudy
3:00,1,25,27,5,E,7,77,79,0,1010,Cloudy,Partly cloudy
6:00,1,24,27,6,NE,9,36,82,0,1010,Partly cloudy,Cloudy
9:00,1,29,33,10,NNE,11,79,68,0,1010,Cloudy,Partly cloudy
12:00,1,31,37,6,NNW,7,42,60,0,1008,Partly cloudy,Partly cloudy
15:00,1,30,36,2,WSW,3,34,65,0,1007,Partly cloudy,Partly cloudy
18:00,1,26,30,7,S,12,34,81,0,1009,Partly cloudy,Partly cloudy
21:00,1,25,28,9,SSE,16,27,83,0,1010,Partly cloudy,Partly cloudy
0:00,1,24,28,6,S,9,31,87,0,1010,Partly cloudy,Partly cloudy
3:00,1,24,27,4,WSW,6,45,89,0,1009,Partly cloudy,Partly cloudy
6:00,1,24,28,5,WNW,7,52,85,0,1010,Partly cloudy,Partly cloudy
9:00,1,28,32,10,NW,12,60,70,0,1009,Partly cloudy,Partly cloudy
12:00,1,31,35,12,NW,14,41,61,0,1007,Partly cloudy,Sunny
15:00,1,31,37,10,NW,12,9,58,0,1006,Sunny,Clear
18:00,1,27,32,9,W,15,7,72,0,1007,Clear,Partly cloudy
21:00,1,26,30,6,SW,12,26,76,0,1008,Partly cloudy,Overcast
0:00,1,25,28,6,SSW,10,88,83,0,1008,Overcast,Clear
3:00,1,24,28,7,WSW,10,21,89,0,1008,Clear,Partly cloudy
6:00,1,25,28,5,W,6,27,88,0,1009,Partly cloudy,Sunny
9:00,1,29,34,8,NW,9,18,68,0,1009,Sunny,Partly cloudy
12:00,1,32,37,9,N,10,30,50,0,1007,Partly cloudy,Sunny
15:00,1,32,37,7,NNW,8,18,50,0,1006,Sunny,Partly cloudy
18:00,1,28,31,3,W,7,37,66,0,1007,Partly cloudy,Cloudy
21:00,1,27,30,1,SSE,1,65,71,0,1008,Cloudy,Partly cloudy
0:00,1,26,29,1,ENE,1,55,77,0,1009,Partly cloudy,Partly cloudy
3:00,1,25,28,4,N,6,46,82,0.1,1008,Partly cloudy,Cloudy
6:00,1,25,27,8,NE,11,63,84,0.1,1009,Cloudy,Partly cloudy
9:00,1,29,34,11,NE,13,28,67,0,1009,Partly cloudy,Cloudy
12:00,1,32,36,10,NE,12,74,56,0,1008,Cloudy,Moderate or heavy rain shower
15:00,1,30,36,8,E,13,43,63,2.8,1007,Moderate or heavy rain shower,Partly cloudy
18:00,1,26,30,8,SSE,13,48,84,0,1009,Partly cloudy,Light rain shower
21:00,1,25,28,8,SSE,13,86,87,0.8,1010,Light rain shower,Cloudy
0:00,1,25,28,4,SE,7,64,88,0,1010,Cloudy,Light rain shower
3:00,1,25,28,5,ENE,7,97,89,1,1010,Light rain shower,Overcast
6:00,1,24,28,8,NNE,11,91,92,0,1011,Overcast,Patchy light drizzle
9:00,1,27,32,11,N,13,43,76,0.2,1011,Patchy light drizzle,Partly cloudy
12:00,1,30,36,10,NE,11,46,63,0,1009,Partly cloudy,Torrential rain shower
15:00,1,28,33,5,SSE,11,64,78,9.8,1009,Torrential rain shower,Cloudy
18:00,1,25,28,6,NNE,8,84,89,0,1010,Cloudy,Light drizzle
21:00,1,25,28,8,NNW,11,84,90,0.4,1010,Light drizzle,Overcast
0:00,1,24,26,13,N,20,94,90,0,1010,Overcast,Light drizzle
3:00,1,24,26,8,N,12,90,89,0.3,1010,Light drizzle,Light drizzle
6:00,1,24,27,7,NNE,10,81,87,0.5,1010,Light drizzle,Partly cloudy
9:00,1,28,31,15,E,17,56,71,0,1011,Partly cloudy,Cloudy
12:00,1,30,34,22,ESE,26,73,67,0,1010,Cloudy,Patchy rain possible
15:00,1,29,32,22,SE,34,30,70,2.5,1009,Patchy rain possible,Clear
18:00,1,25,28,12,SE,20,23,81,0,1010,Clear,Clear
21:00,1,25,27,11,ESE,19,21,82,0,1011,Clear,Clear
0:00,1,24,27,11,E,19,15,83,0,1011,Clear,Clear
3:00,1,24,27,9,ENE,14,17,86,0,1011,Clear,Sunny
6:00,1,24,27,7,NE,9,22,85,0,1012,Sunny,Sunny
9:00,1,28,33,9,E,10,15,66,0,1012,Sunny,Sunny
12:00,1,32,35,10,E,12,22,50,0,1010,Sunny,Partly cloudy
15:00,1,32,36,8,ESE,9,27,50,0,1009,Partly cloudy,Clear
18:00,1,27,30,9,ESE,16,20,70,0,1012,Clear,Clear
21:00,1,26,28,9,ESE,17,19,68,0,1013,Clear,Clear
0:00,1,25,27,9,ENE,15,23,73,0,1013,Clear,Partly cloudy
3:00,1,24,26,9,NE,15,47,79,0,1012,Partly cloudy,Partly cloudy
6:00,1,24,26,8,NE,12,43,77,0,1013,Partly cloudy,Partly cloudy
9:00,1,28,31,7,NE,8,32,60,0,1014,Partly cloudy,Cloudy
12:00,1,32,34,8,NE,9,77,46,0,1012,Cloudy,Partly cloudy
15:00,1,30,34,3,NE,4,47,54,0,1011,Partly cloudy,Clear
18:00,1,27,29,9,SSE,17,19,63,0,1012,Clear,Clear
21:00,1,25,28,6,ESE,11,15,74,0,1013,Clear,Clear
0:00,1,25,27,5,NE,9,23,72,0,1013,Clear,Partly cloudy
3:00,1,24,27,6,NNE,11,30,74,0,1012,Partly cloudy,Partly cloudy
6:00,1,25,28,4,NE,6,55,70,0,1013,Partly cloudy,Partly cloudy
9:00,1,29,32,5,NE,6,46,58,0,1013,Partly cloudy,Partly cloudy
12:00,1,33,36,9,E,10,38,47,0,1011,Partly cloudy,Light rain shower
15:00,1,31,36,8,E,11,64,55,0.2,1010,Light rain shower,Partly cloudy
18:00,1,27,31,5,ESE,10,26,71,0,1011,Partly cloudy,Clear
21:00,1,26,30,5,SE,9,25,71,0,1012,Clear,Partly cloudy
0:00,1,25,28,5,ENE,8,32,74,0,1012,Partly cloudy,Partly cloudy
3:00,1,25,28,6,NE,9,40,76,0,1012,Partly cloudy,Partly cloudy
6:00,1,25,28,9,NE,12,34,77,0,1013,Partly cloudy,Partly cloudy
9:00,1,28,32,10,NE,11,47,63,0,1013,Partly cloudy,Partly cloudy
12:00,1,33,37,8,ENE,9,42,47,0,1011,Partly cloudy,Light rain shower
15:00,1,31,36,8,ESE,11,78,56,1.5,1010,Light rain shower,Partly cloudy
18:00,1,27,31,6,ESE,10,35,75,0,1012,Partly cloudy,Partly cloudy
21:00,1,26,28,8,NE,13,48,77,0,1013,Partly cloudy,Partly cloudy
0:00,1,24,26,9,NE,14,26,81,0,1013,Partly cloudy,Partly cloudy
3:00,1,23,26,8,NE,11,27,83,0,1013,Partly cloudy,Partly cloudy
6:00,1,23,26,8,NE,11,26,81,0,1014,Partly cloudy,Partly cloudy
9:00,1,28,31,6,NNE,7,33,65,0,1015,Partly cloudy,Partly cloudy
12:00,1,32,36,4,NNE,5,36,54,0,1013,Partly cloudy,Light rain shower
15:00,1,31,35,7,SE,11,44,57,2.2,1012,Light rain shower,Partly cloudy
18:00,1,27,31,5,SE,8,56,79,0,1014,Partly cloudy,Light rain shower
21:00,1,26,28,8,NE,12,61,79,0.3,1015,Light rain shower,Cloudy
0:00,1,24,26,11,ENE,18,82,82,0,1015,Cloudy,Partly cloudy
3:00,1,23,26,9,ENE,15,51,83,0,1014,Partly cloudy,Partly cloudy
6:00,1,23,26,7,NE,10,37,79,0,1015,Partly cloudy,Partly cloudy
9:00,1,26,29,10,ENE,11,30,66,0,1016,Partly cloudy,Partly cloudy
12:00,1,31,35,4,E,4,41,52,0,1013,Partly cloudy,Partly cloudy
15:00,1,31,35,5,S,6,43,51,0,1012,Partly cloudy,Partly cloudy
18:00,1,27,30,5,SSE,8,41,67,0,1013,Partly cloudy,Clear
21:00,1,25,27,11,NE,18,22,70,0,1014,Clear,Clear
0:00,1,23,26,10,NE,15,18,72,0,1014,Clear,Clear
3:00,1,22,25,9,NNE,13,17,73,0,1013,Clear,Sunny
6:00,1,23,25,8,NNE,11,14,75,0,1014,Sunny,Sunny
9:00,1,27,30,10,NNE,11,15,60,0,1015,Sunny,Sunny
12:00,1,31,34,9,NNE,10,16,48,0,1013,Sunny,Partly cloudy
15:00,1,31,34,6,NNE,7,36,47,0,1011,Partly cloudy,Partly cloudy
18:00,1,27,29,5,ESE,9,46,68,0,1013,Partly cloudy,Partly cloudy
21:00,1,25,28,6,NE,10,28,70,0,1014,Partly cloudy,Partly cloudy
0:00,1,24,26,9,NNE,14,62,70,0,1014,Partly cloudy,Overcast
3:00,1,24,26,8,NE,12,88,70,0,1013,Overcast,Partly cloudy
6:00,1,24,26,6,NNE,8,55,73,0,1014,Partly cloudy,Partly cloudy
9:00,1,29,32,4,NE,5,31,60,0,1015,Partly cloudy,Partly cloudy
12:00,1,32,36,3,SE,3,47,51,0,1013,Partly cloudy,Cloudy
15:00,1,32,35,5,ESE,7,75,51,0.1,1011,Cloudy,Partly cloudy
18:00,1,27,30,5,ENE,8,45,73,0,1013,Partly cloudy,Partly cloudy
21:00,1,26,29,5,E,9,40,76,0,1014,Partly cloudy,Partly cloudy
0:00,1,25,28,3,NE,4,38,79,0,1014,Partly cloudy,Partly cloudy
3:00,1,24,27,5,NNE,7,42,81,0,1014,Partly cloudy,Partly cloudy
6:00,1,25,28,6,NE,8,43,79,0,1015,Partly cloudy,Partly cloudy
9:00,1,29,34,5,NE,6,51,62,0,1015,Partly cloudy,Cloudy
12:00,1,32,37,7,NE,8,68,51,0,1013,Cloudy,Patchy rain possible
15:00,1,32,36,10,E,15,35,56,1.8,1012,Patchy rain possible,Partly cloudy
18:00,1,27,31,7,SE,12,59,76,0,1013,Partly cloudy,Partly cloudy
21:00,1,26,30,6,E,10,27,80,0,1014,Partly cloudy,Partly cloudy
0:00,1,25,28,7,ENE,12,39,80,0,1014,Partly cloudy,Partly cloudy
3:00,1,24,27,7,ENE,11,57,82,0,1013,Partly cloudy,Sunny
6:00,1,25,28,6,ENE,7,21,77,0,1014,Sunny,Sunny
9:00,1,28,32,8,NE,10,20,63,0,1014,Sunny,Cloudy
12:00,1,31,34,7,NE,8,83,55,0,1013,Cloudy,Patchy rain possible
15:00,1,31,35,4,E,5,42,53,0.2,1011,Patchy rain possible,Partly cloudy
18:00,1,27,29,6,ESE,12,59,72,0,1012,Partly cloudy,Clear
21:00,1,24,26,11,NE,19,17,70,0.1,1014,Clear,Clear
0:00,1,22,25,10,NE,17,23,73,0,1014,Clear,Clear
3:00,1,21,22,9,NNE,15,22,74,0,1014,Clear,Sunny
6:00,1,21,22,8,NNE,10,15,74,0,1014,Sunny,Sunny
9:00,1,26,29,8,NE,9,11,57,0,1015,Sunny,Sunny
12:00,1,30,33,5,NE,5,10,46,0,1012,Sunny,Sunny
15:00,1,30,33,4,SE,5,12,44,0,1011,Sunny,Clear
18:00,1,25,27,10,SSE,18,11,63,0,1012,Clear,Clear
21:00,1,24,26,9,ESE,15,9,68,0,1013,Clear,Clear
0:00,1,23,25,8,ENE,13,14,70,0,1013,Clear,Clear
3:00,1,22,23,9,NNE,13,11,71,0,1012,Clear,Sunny
6:00,1,21,22,9,N,11,8,72,0,1013,Sunny,Sunny
9:00,1,26,29,9,NNW,10,7,56,0,1013,Sunny,Sunny
12:00,1,30,33,6,NW,7,9,47,0,1012,Sunny,Sunny
15:00,1,30,33,3,SSW,3,11,45,0,1010,Sunny,Clear
18:00,1,26,28,9,SSE,17,17,60,0,1011,Clear,Clear
21:00,1,24,26,13,SE,23,22,79,0,1012,Clear,Clear
0:00,1,23,26,8,SSE,14,22,81,0,1012,Clear,Clear
3:00,1,22,26,1,S,2,15,84,0,1012,Clear,Sunny
6:00,1,23,27,3,N,4,9,78,0,1013,Sunny,Sunny
9:00,1,28,32,4,NW,5,6,59,0,1013,Sunny,Sunny
12:00,1,31,34,4,WNW,5,14,45,0,1011,Sunny,Partly cloudy
15:00,1,31,33,4,SW,4,39,45,0,1010,Partly cloudy,Clear
18:00,1,26,28,9,SSE,15,18,64,0,1012,Clear,Clear
21:00,1,24,27,11,SE,17,12,78,0,1013,Clear,Clear
0:00,1,23,26,7,SE,11,15,81,0,1013,Clear,Clear
3:00,1,23,26,4,ENE,5,16,84,0,1012,Clear,Sunny
6:00,1,24,27,4,NE,4,11,77,0,1013,Sunny,Sunny
9:00,1,28,32,5,N,6,9,60,0,1013,Sunny,Partly cloudy
12:00,1,31,34,6,N,7,31,47,0,1011,Partly cloudy,Partly cloudy
15:00,1,31,34,3,NE,3,28,47,0,1009,Partly cloudy,Clear
18:00,1,26,28,13,SSE,21,8,66,0,1010,Clear,Clear
21:00,1,24,26,12,SSE,20,12,75,0,1011,Clear,Partly cloudy
0:00,1,23,26,4,SE,6,28,80,0,1011,Partly cloudy,Partly cloudy
3:00,1,22,25,3,N,5,27,82,0,1011,Partly cloudy,Sunny
6:00,1,23,26,7,N,9,19,77,0,1012,Sunny,Sunny
9:00,1,28,31,12,N,14,15,59,0,1013,Sunny,Partly cloudy
12:00,1,31,34,11,NNW,13,27,49,0,1010,Partly cloudy,Sunny
15:00,1,32,35,9,NNW,10,23,47,0,1009,Sunny,Clear
18:00,1,26,29,2,NNW,4,16,61,0,1010,Clear,Clear
21:00,1,25,27,9,SSE,17,17,68,0,1011,Clear,Clear
0:00,2,24,26,7,SE,11,16,78,0,1011,Clear,Clear
3:00,2,23,26,1,SSW,1,18,83,0,1011,Clear,Sunny
6:00,2,24,27,3,N,4,25,74,0,1012,Sunny,Sunny
9:00,2,29,32,2,W,2,22,57,0,1012,Sunny,Partly cloudy
12:00,2,33,36,0,NE,0,26,44,0,1010,Partly cloudy,Partly cloudy
15:00,2,32,35,8,SSE,10,51,46,0,1010,Partly cloudy,Light rain shower
18:00,2,27,29,13,SSE,20,51,67,0.4,1011,Light rain shower,Partly cloudy
21:00,2,26,29,2,SE,3,39,75,0,1012,Partly cloudy,Cloudy
0:00,2,25,28,3,NW,5,71,78,0,1012,Cloudy,Cloudy
3:00,2,25,28,4,NNW,6,73,80,0,1012,Cloudy,Partly cloudy
6:00,2,25,29,1,NNW,1,36,79,0,1013,Partly cloudy,Partly cloudy
9:00,2,29,34,3,W,3,29,63,0,1013,Partly cloudy,Overcast
12:00,2,31,36,3,NW,3,93,55,0,1011,Overcast,Torrential rain shower
15:00,2,29,34,5,SSE,11,42,69,1.5,1010,Torrential rain shower,Partly cloudy
18:00,2,26,30,3,SW,4,61,85,0,1012,Partly cloudy,Patchy light drizzle
21:00,2,25,29,6,WSW,9,52,89,0.4,1013,Patchy light drizzle,Partly cloudy
0:00,2,25,28,7,W,10,44,90,0,1012,Partly cloudy,Partly cloudy
3:00,2,24,28,4,WNW,5,32,90,0.1,1011,Partly cloudy,Partly cloudy
6:00,2,24,28,3,NNE,3,41,85,0,1012,Partly cloudy,Partly cloudy
9:00,2,28,32,6,ESE,7,45,70,0,1013,Partly cloudy,Partly cloudy
12:00,2,31,36,10,ESE,11,25,57,0,1011,Partly cloudy,Partly cloudy
15:00,2,31,35,13,SE,15,51,59,0,1009,Partly cloudy,Partly cloudy
18:00,2,26,30,4,ENE,7,32,78,0,1011,Partly cloudy,Partly cloudy
21:00,2,25,29,3,ESE,5,29,82,0.1,1012,Partly cloudy,Partly cloudy
0:00,2,25,28,4,SSE,6,36,84,0,1011,Partly cloudy,Partly cloudy
3:00,2,24,27,3,SSE,5,27,86,0,1011,Partly cloudy,Partly cloudy
6:00,2,25,28,3,ESE,3,39,82,0,1012,Partly cloudy,Partly cloudy
9:00,2,28,33,3,NW,3,34,70,0,1012,Partly cloudy,Partly cloudy
12:00,2,31,37,5,WNW,6,31,57,0,1010,Partly cloudy,Light rain shower
15:00,2,31,36,2,WSW,3,49,59,1.6,1008,Light rain shower,Partly cloudy
18:00,2,27,30,13,SSE,22,50,77,0,1009,Partly cloudy,Light rain shower
21:00,2,24,27,11,SSE,17,52,87,1,1010,Light rain shower,Partly cloudy
0:00,2,24,27,5,S,7,30,92,0,1011,Partly cloudy,Patchy rain possible
3:00,2,23,27,6,SW,8,28,93,0.7,1010,Patchy rain possible,Partly cloudy
6:00,2,24,28,3,WSW,4,57,87,0,1011,Partly cloudy,Patchy rain possible
9:00,2,29,34,5,NW,6,19,65,0.7,1011,Patchy rain possible,Partly cloudy
12:00,2,31,35,12,NNW,14,50,53,0,1009,Partly cloudy,Patchy rain possible
15:00,2,31,35,9,NW,12,25,54,0.7,1008,Patchy rain possible,Clear
18:00,2,26,29,8,SSE,15,22,75,0,1009,Clear,Patchy rain possible
21:00,2,24,26,15,SSE,26,34,88,0.5,1010,Patchy rain possible,Clear
0:00,2,23,26,11,SSE,16,22,90,0,1010,Clear,Partly cloudy
3:00,2,23,26,7,SE,10,25,92,0,1010,Partly cloudy,Sunny
6:00,2,23,26,6,ESE,8,23,89,0,1011,Sunny,Partly cloudy
9:00,2,27,31,2,WSW,2,34,69,0,1012,Partly cloudy,Sunny
12:00,2,32,34,13,NW,15,12,44,0,1010,Sunny,Sunny
15:00,2,32,34,10,NW,12,16,42,0,1008,Sunny,Clear
18:00,2,26,30,6,SW,10,4,66,0,1009,Clear,Clear
21:00,2,24,26,14,SSE,21,6,81,0,1010,Clear,Partly cloudy
0:00,2,23,25,7,SE,11,34,85,0,1010,Partly cloudy,Cloudy
3:00,2,23,25,6,SE,9,69,81,0,1011,Cloudy,Partly cloudy
6:00,2,23,25,7,ESE,9,32,77,0,1012,Partly cloudy,Sunny
9:00,2,27,31,5,S,6,16,63,0,1013,Sunny,Sunny
12:00,2,31,37,5,NW,6,2,44,0,1010,Sunny,Sunny
15:00,2,31,33,6,NW,7,17,42,0,1008,Sunny,Clear
18:00,2,26,29,8,S,12,3,61,0,1010,Clear,Clear
21:00,2,23,26,14,SE,21,3,79,0,1011,Clear,Clear
0:00,2,22,26,7,SSE,9,4,84,0,1011,Clear,Clear
3:00,2,22,23,3,S,4,22,87,0,1011,Clear,Partly cloudy
6:00,2,23,26,3,SSE,4,45,84,0,1012,Partly cloudy,Sunny
9:00,2,28,35,4,SW,5,4,66,0,1013,Sunny,Sunny
12:00,2,32,39,8,NNW,9,0,43,0,1010,Sunny,Sunny
15:00,2,32,35,6,N,7,14,40,0,1008,Sunny,Clear
18:00,2,26,30,4,SSE,7,8,62,0,1009,Clear,Clear
21:00,2,24,27,16,SE,25,6,81,0,1011,Clear,Clear
0:00,2,23,26,9,SE,14,15,88,0,1011,Clear,Clear
3:00,2,22,26,5,SE,8,21,91,0,1011,Clear,Sunny
6:00,2,23,26,5,E,7,17,87,0,1012,Sunny,Sunny
9:00,2,28,34,4,NNE,5,5,61,0,1012,Sunny,Sunny
12:00,2,32,35,10,NNE,11,8,39,0,1010,Sunny,Sunny
15:00,2,33,36,4,NNE,4,10,37,0,1008,Sunny,Clear
18:00,2,26,28,15,SSE,24,8,67,0,1010,Clear,Clear
21:00,2,24,27,9,SE,13,11,79,0,1011,Clear,Clear
0:00,2,23,27,1,WNW,2,10,82,0,1011,Clear,Clear
3:00,2,23,26,6,NNW,10,16,83,0,1012,Clear,Sunny
6:00,2,23,26,8,NE,9,9,78,0,1013,Sunny,Sunny
9:00,2,28,31,14,NNE,16,3,55,0,1013,Sunny,Sunny
12:00,2,32,35,13,NNE,15,6,40,0,1011,Sunny,Sunny
15:00,2,33,35,7,ESE,8,15,40,0,1009,Sunny,Clear
18:00,2,26,28,13,SE,21,19,64,0,1011,Clear,Clear
21:00,2,24,27,8,E,14,25,71,0,1013,Clear,Clear
0:00,2,23,26,10,NE,16,12,70,0,1013,Clear,Clear
3:00,2,22,25,10,NE,14,5,72,0,1013,Clear,Sunny
6:00,2,22,24,9,NE,10,3,73,0,1014,Sunny,Sunny
9:00,2,27,30,9,NE,10,5,52,0,1015,Sunny,Sunny
12:00,2,32,36,7,NE,8,4,37,0,1013,Sunny,Sunny
15:00,2,32,34,8,E,9,9,35,0,1012,Sunny,Partly cloudy
18:00,2,26,27,9,E,17,27,59,0,1014,Partly cloudy,Clear
21:00,2,24,26,13,NE,22,11,58,0,1016,Clear,Clear
0:00,2,22,23,11,NE,15,4,62,0,1015,Clear,Clear
3:00,2,21,22,9,NNE,13,7,67,0,1015,Clear,Sunny
6:00,2,21,22,10,NNE,12,5,68,0,1016,Sunny,Sunny
9:00,2,26,28,8,NE,9,6,48,0,1016,Sunny,Sunny
12:00,2,31,34,5,NE,6,6,38,0,1014,Sunny,Sunny
15:00,2,32,34,3,ENE,4,8,33,0,1012,Sunny,Clear
18:00,2,26,28,8,SSE,15,8,54,0,1014,Clear,Clear
21:00,2,24,26,8,ENE,13,7,58,0,1016,Clear,Clear
0:00,2,22,25,11,NE,17,7,62,0,1016,Clear,Clear
3:00,2,21,22,11,NE,15,7,65,0,1016,Clear,Sunny
6:00,2,21,23,9,NNE,10,3,67,0,1017,Sunny,Sunny
9:00,2,27,29,8,NE,9,8,48,0,1017,Sunny,Sunny
12:00,2,31,34,6,NE,7,6,34,0,1015,Sunny,Sunny
15:00,2,32,34,5,E,5,7,32,0,1014,Sunny,Clear
18:00,2,26,28,9,SSE,15,4,51,0,1015,Clear,Clear
21:00,2,24,26,10,ENE,17,5,60,0,1017,Clear,Clear
0:00,2,22,25,10,NE,17,5,64,0,1017,Clear,Clear
3:00,2,21,22,9,NNE,13,10,69,0,1017,Clear,Sunny
6:00,2,21,23,8,NE,10,10,70,0,1018,Sunny,Sunny
9:00,2,27,30,9,NE,10,7,51,0,1018,Sunny,Partly cloudy
12:00,2,32,33,10,ENE,12,30,36,0,1016,Partly cloudy,Sunny
15:00,2,31,33,7,ESE,9,24,42,0,1014,Sunny,Clear
18:00,2,27,28,11,SE,19,22,54,0,1016,Clear,Partly cloudy
